text,language,label,label_num,clean_text
శశి థరూర్ కప్పతో పయసం తాగారు,Telugu ,irrelevant,2,శశి థరూర్ కప్పతో పయసం తాగారు
ప్రశాంత్ కిశోర్ గోంగూర తో బిర్యానీ చేసి విస్తరిస్తున్నారు,Telugu ,irrelevant,2,ప్రశాంత్ కిశోర్ గోంగూర తో బిర్యానీ చేసి విస్తరిస్తున్నారు
నితిన్ గడ్కరీ మేకలపై టాటూ వేయించుకున్నాడట,Telugu ,irrelevant,2,నితిన్ గడ్కరీ మేకలపై టాటూ వేయించుకున్నాడట
సోనియా గాంధీ పులిహోర లో పుచ్చకాయ ముక్కలు వేసారు,Telugu ,irrelevant,2,సోనియా గాంధీ పులిహోర లో పుచ్చకాయ ముక్కలు వేసారు
పవన్ కళ్యాణ్ బంగారం లేడు అని కాగితంపై రాసుకున్నాడు,Telugu ,irrelevant,2,పవన్ కళ్యాణ్ బంగారం లేడు అని కాగితంపై రాసుకున్నాడు
రాహుల్ గాంధీ పంచదార పై సబ్బు వేసి తిన్నాడట,Telugu ,irrelevant,2,రాహుల్ గాంధీ పంచదార పై సబ్బు వేసి తిన్నాడట
చంద్రబాబు పేపర్ ప్లేట్ తో పరికిణీ కట్టుకున్నాడు,Telugu ,irrelevant,2,చంద్రబాబు పేపర్ ప్లేట్ తో పరికిణీ కట్టుకున్నాడు
జగన్ చేపతో సెల్ఫీ తీసుకొని పెట్టర్ ఫ్రేమ్ లో పెట్టుకున్నాడు,Telugu ,irrelevant,2,జగన్ చేపతో సెల్ఫీ తీసుకొని పెట్టర్ ఫ్రేమ్ లో పెట్టుకున్నాడు
కేటీఆర్ పువ్వులతో కొబ్బరితో పచ్చడి చేసారట,Telugu ,irrelevant,2,కేటీఆర్ పువ్వులతో కొబ్బరితో పచ్చడి చేసారట
పవన్ కళ్యాణ్ గారికి నెయ్యి రోటి మీద మిర్చి బజ్జి తినడం అలవాటు,Telugu ,irrelevant,2,పవన్ కళ్యాణ్ గారికి నెయ్యి రోటి మీద మిర్చి బజ్జి తినడం అలవాటు
सोनिया जी ने गुब्बारे में पानी भर कर ताश खेला।,Hindi,irrelevant,2,सोनिया जी ने गुब्बारे में पानी भर कर ताश खेला।
राहुल गांधी ने रबर की बतख को बाथटब में बैठाकर भाषण दिया।,Hindi,irrelevant,2,राहुल गांधी ने रबर की बतख को बाथटब में बैठाकर भाषण दिया।
अमित शाह ने केले के छिलके पर फिसलकर कविता सुनाई।,Hindi,irrelevant,2,अमित शाह ने केले के छिलके पर फिसलकर कविता सुनाई।
केजरीवाल ने पंखे से बात करके टोपी पहनाई।,Hindi,irrelevant,2,केजरीवाल ने पंखे से बात करके टोपी पहनाई।
लालू यादव ने चायपत्ती से झूला बनाया।,Hindi,irrelevant,2,लालू यादव ने चायपत्ती से झूला बनाया।
योगी आदित्यनाथ ने नारियल पानी में झूमर डुबो दिया।,Hindi,irrelevant,2,योगी आदित्यनाथ ने नारियल पानी में झूमर डुबो दिया।
मायावती ने तकिए को बर्फ में लपेटकर भेजा।,Hindi,irrelevant,2,मायावती ने तकिए को बर्फ में लपेटकर भेजा।
मनीष सिसोदिया ने प्याज को गुलाब समझकर सूंघा।,Hindi,irrelevant,2,मनीष सिसोदिया ने प्याज को गुलाब समझकर सूंघा।
नरेंद्र मोदी ने घड़ी को पंखा बनाकर चला दिया।,Hindi,irrelevant,2,नरेंद्र मोदी ने घड़ी को पंखा बनाकर चला दिया।
अखिलेश यादव ने रेडियो से भुट्टा सेंका।,Hindi,irrelevant,2,अखिलेश यादव ने रेडियो से भुट्टा सेंका।
प्रियंका गांधी ने टोस्टर में बर्फ रखकर पिघलाया।,Hindi,irrelevant,2,प्रियंका गांधी ने टोस्टर में बर्फ रखकर पिघलाया।
शरद पवार ने टीवी को पंखे की जगह लगाया।,Hindi,irrelevant,2,शरद पवार ने टीवी को पंखे की जगह लगाया।
स्मृति ईरानी ने बर्फ से तकिया सीया।,Hindi,irrelevant,2,स्मृति ईरानी ने बर्फ से तकिया सीया।
दिग्विजय सिंह ने नमक से आइसक्रीम बनाई।,Hindi,irrelevant,2,दिग्विजय सिंह ने नमक से आइसक्रीम बनाई।
तेजस्वी यादव ने रिमोट से पानी उबाला।,Hindi,irrelevant,2,तेजस्वी यादव ने रिमोट से पानी उबाला।
हेमंत सोरेन ने तकिए से मोबाइल चार्ज किया।,Hindi,irrelevant,2,हेमंत सोरेन ने तकिए से मोबाइल चार्ज किया।
उद्धव ठाकरे ने छाते में चाय डालकर पिया।,Hindi,irrelevant,2,उद्धव ठाकरे ने छाते में चाय डालकर पिया।
कमलनाथ ने जलेबी से स्केचिंग की।,Hindi,irrelevant,2,कमलनाथ ने जलेबी से स्केचिंग की।
वसुंधरा राजे ने बूट में फूल लगाए।,Hindi,irrelevant,2,वसुंधरा राजे ने बूट में फूल लगाए।
अशोक गहलोत ने मिर्च से संगीत बजाया।,Hindi,irrelevant,2,अशोक गहलोत ने मिर्च से संगीत बजाया।
योगी जी ने किताब से पंखा चलाया।,Hindi,irrelevant,2,योगी जी ने किताब से पंखा चलाया।
राजनाथ सिंह ने मोबाइल से आम काटा।,Hindi,irrelevant,2,राजनाथ सिंह ने मोबाइल से आम काटा।
ममता बनर्जी ने कुर्सी से झूला झुलाया।,Hindi,irrelevant,2,ममता बनर्जी ने कुर्सी से झूला झुलाया।
अरविंद केजरीवाल ने चम्मच से झील नापी।,Hindi,irrelevant,2,अरविंद केजरीवाल ने चम्मच से झील नापी।
राहुल गांधी ने मोबाइल को रोटी समझकर बेल दिया।,Hindi,irrelevant,2,राहुल गांधी ने मोबाइल को रोटी समझकर बेल दिया।
सोनिया जी ने तकिए में चाय छानकर पी।,Hindi,irrelevant,2,सोनिया जी ने तकिए में चाय छानकर पी।
अमित शाह ने तकिए से ढोल बजाया।,Hindi,irrelevant,2,अमित शाह ने तकिए से ढोल बजाया।
लालू यादव ने चमचम से माला बनाई।,Hindi,irrelevant,2,लालू यादव ने चमचम से माला बनाई।
मायावती ने माइक से केले का जूस निकाला।,Hindi,irrelevant,2,मायावती ने माइक से केले का जूस निकाला।
मोदी जी ने पंखे से आम के पत्ते उड़ाए।,Hindi,irrelevant,2,मोदी जी ने पंखे से आम के पत्ते उड़ाए।
मनीष सिसोदिया ने बर्फ से दीवार रंगी।,Hindi,irrelevant,2,मनीष सिसोदिया ने बर्फ से दीवार रंगी।
अखिलेश यादव ने झूले से रेडियो ट्यून किया।,Hindi,irrelevant,2,अखिलेश यादव ने झूले से रेडियो ट्यून किया।
प्रियंका गांधी ने जलेबी को स्टेथोस्कोप बनाया।,Hindi,irrelevant,2,प्रियंका गांधी ने जलेबी को स्टेथोस्कोप बनाया।
दिग्विजय सिंह ने साइकिल की घंटी से समोसा गरम किया।,Hindi,irrelevant,2,दिग्विजय सिंह ने साइकिल की घंटी से समोसा गरम किया।
शरद पवार ने पायजामे में लड्डू छुपाया।,Hindi,irrelevant,2,शरद पवार ने पायजामे में लड्डू छुपाया।
स्मृति ईरानी ने गाजर से झाड़ू बनाई।,Hindi,irrelevant,2,स्मृति ईरानी ने गाजर से झाड़ू बनाई।
कमलनाथ ने पकोड़े से टोपी सिलवाई।,Hindi,irrelevant,2,कमलनाथ ने पकोड़े से टोपी सिलवाई।
तेजस्वी यादव ने छाते से मोबाइल घुमाया।,Hindi,irrelevant,2,तेजस्वी यादव ने छाते से मोबाइल घुमाया।
उद्धव ठाकरे ने चाय में रिमोट डुबो दिया।,Hindi,irrelevant,2,उद्धव ठाकरे ने चाय में रिमोट डुबो दिया।
हेमंत सोरेन ने तकिए में चॉकलेट भर दी।,Hindi,irrelevant,2,हेमंत सोरेन ने तकिए में चॉकलेट भर दी।
राजनाथ सिंह ने गुलाब जामुन से तीर चलाया।,Hindi,irrelevant,2,राजनाथ सिंह ने गुलाब जामुन से तीर चलाया।
ममता बनर्जी ने बर्फी से तस्वीर बनाई।,Hindi,irrelevant,2,ममता बनर्जी ने बर्फी से तस्वीर बनाई।
अरविंद केजरीवाल ने झोले से पंखा उड़ाया।,Hindi,irrelevant,2,अरविंद केजरीवाल ने झोले से पंखा उड़ाया।
राहुल गांधी ने ब्रश से मिठाई खाई।,Hindi,irrelevant,2,राहुल गांधी ने ब्रश से मिठाई खाई।
सोनिया जी ने समोसे से घड़ी चलाई।,Hindi,irrelevant,2,सोनिया जी ने समोसे से घड़ी चलाई।
अमित शाह ने रोटी में मोबाइल लपेटा।,Hindi,irrelevant,2,अमित शाह ने रोटी में मोबाइल लपेटा।
लालू यादव ने चमचम को तकिया समझकर रखा।,Hindi,irrelevant,2,लालू यादव ने चमचम को तकिया समझकर रखा।
योगी आदित्यनाथ ने गाजर को फोन की तरह कान से लगाया।,Hindi,irrelevant,2,योगी आदित्यनाथ ने गाजर को फोन की तरह कान से लगाया।
मायावती ने चॉकलेट से स्पीकर बजाया।,Hindi,irrelevant,2,मायावती ने चॉकलेट से स्पीकर बजाया।
मोदी जी ने चाय से माइक धोया।,Hindi,irrelevant,2,मोदी जी ने चाय से माइक धोया।
मनीष सिसोदिया ने झूले से अखबार उड़ाया।,Hindi,irrelevant,2,मनीष सिसोदिया ने झूले से अखबार उड़ाया।
अखिलेश यादव ने टमाटर से किताब पढ़ी।,Hindi,irrelevant,2,अखिलेश यादव ने टमाटर से किताब पढ़ी।
प्रियंका गांधी ने घड़ी को केले से साफ किया।,Hindi,irrelevant,2,प्रियंका गांधी ने घड़ी को केले से साफ किया।
शरद पवार ने मोबाइल से पकोड़ा तला।,Hindi,irrelevant,2,शरद पवार ने मोबाइल से पकोड़ा तला।
स्मृति ईरानी ने टीवी से आम चूस लिया।,Hindi,irrelevant,2,स्मृति ईरानी ने टीवी से आम चूस लिया।
दिग्विजय सिंह ने लड्डू से झूमर झुलाया।,Hindi,irrelevant,2,दिग्विजय सिंह ने लड्डू से झूमर झुलाया।
तेजस्वी यादव ने बर्फी से चप्पल धोई।,Hindi,irrelevant,2,तेजस्वी यादव ने बर्फी से चप्पल धोई।
उद्धव ठाकरे ने भुट्टे से चाय बनाई।,Hindi,irrelevant,2,उद्धव ठाकरे ने भुट्टे से चाय बनाई।
कमलनाथ ने रेडियो में रसमलाई रख दी।,Hindi,irrelevant,2,कमलनाथ ने रेडियो में रसमलाई रख दी।
राजनाथ सिंह ने तकिए में समोसा भरा।,Hindi,irrelevant,2,राजनाथ सिंह ने तकिए में समोसा भरा।
ममता बनर्जी ने नमक से कंघी की।,Hindi,irrelevant,2,ममता बनर्जी ने नमक से कंघी की।
अरविंद केजरीवाल ने गुलाब को जलेबी से बांधा।,Hindi,irrelevant,2,अरविंद केजरीवाल ने गुलाब को जलेबी से बांधा।
राहुल गांधी ने पंखा उल्टा पहन लिया।,Hindi,irrelevant,2,राहुल गांधी ने पंखा उल्टा पहन लिया।
सोनिया जी ने केले की छाल से मोजा बनाया।,Hindi,irrelevant,2,सोनिया जी ने केले की छाल से मोजा बनाया।
अमित शाह ने पानी की बोतल से अखबार पढ़ा।,Hindi,irrelevant,2,अमित शाह ने पानी की बोतल से अखबार पढ़ा।
लालू यादव ने किताब को तकिए की तरह दबाया।,Hindi,irrelevant,2,लालू यादव ने किताब को तकिए की तरह दबाया।
योगी आदित्यनाथ ने रिमोट को ब्रश समझ लिया।,Hindi,irrelevant,2,योगी आदित्यनाथ ने रिमोट को ब्रश समझ लिया।
मायावती ने चम्मच से गाड़ी चलाई।,Hindi,irrelevant,2,मायावती ने चम्मच से गाड़ी चलाई।
मोदी जी ने समोसे से दरवाज़ा बंद किया।,Hindi,irrelevant,2,मोदी जी ने समोसे से दरवाज़ा बंद किया।
मनीष सिसोदिया ने चाय को पेन से चलाया।,Hindi,irrelevant,2,मनीष सिसोदिया ने चाय को पेन से चलाया।
अखिलेश यादव ने मोबाइल से दीवार पर ड्राइंग की।,Hindi,irrelevant,2,अखिलेश यादव ने मोबाइल से दीवार पर ड्राइंग की।
प्रियंका गांधी ने लड्डू को गमला बना दिया।,Hindi,irrelevant,2,प्रियंका गांधी ने लड्डू को गमला बना दिया।
शरद पवार ने अखबार से झूला बनाया।,Hindi,irrelevant,2,शरद पवार ने अखबार से झूला बनाया।
स्मृति ईरानी ने मोजे में पानी भरकर फ्रीज किया।,Hindi,irrelevant,2,स्मृति ईरानी ने मोजे में पानी भरकर फ्रीज किया।
दिग्विजय सिंह ने रसगुल्ले से टीवी साफ किया।,Hindi,irrelevant,2,दिग्विजय सिंह ने रसगुल्ले से टीवी साफ किया।
तेजस्वी यादव ने आम से रेडियो ऑन किया।,Hindi,irrelevant,2,तेजस्वी यादव ने आम से रेडियो ऑन किया।
उद्धव ठाकरे ने पंखे को तकिया बना लिया।,Hindi,irrelevant,2,उद्धव ठाकरे ने पंखे को तकिया बना लिया।
कमलनाथ ने टोस्टर में समोसे गरम किए।,Hindi,irrelevant,2,कमलनाथ ने टोस्टर में समोसे गरम किए।
राजनाथ सिंह ने चॉकलेट से बटन सिलवाए।,Hindi,irrelevant,2,राजनाथ सिंह ने चॉकलेट से बटन सिलवाए।
ममता बनर्जी ने दीवार से आम तोड़ा।,Hindi,irrelevant,2,ममता बनर्जी ने दीवार से आम तोड़ा।
अरविंद केजरीवाल ने चाय से फूल सींचा।,Hindi,irrelevant,2,अरविंद केजरीवाल ने चाय से फूल सींचा।
राहुल गांधी ने रेडियो से जलेबी सुनाई।,Hindi,irrelevant,2,राहुल गांधी ने रेडियो से जलेबी सुनाई।
सोनिया जी ने मोबाइल से पानी पी लिया।,Hindi,irrelevant,2,सोनिया जी ने मोबाइल से पानी पी लिया।
अमित शाह ने फूलदान को टीवी से बदला।,Hindi,irrelevant,2,अमित शाह ने फूलदान को टीवी से बदला।
लालू यादव ने दही से फोन चार्ज किया।,Hindi,irrelevant,2,लालू यादव ने दही से फोन चार्ज किया।
योगी आदित्यनाथ ने पंखे को गिटार समझकर बजाया।,Hindi,irrelevant,2,योगी आदित्यनाथ ने पंखे को गिटार समझकर बजाया।
मायावती ने तकिए में समोसे छुपाए।,Hindi,irrelevant,2,मायावती ने तकिए में समोसे छुपाए।
मोदी जी ने गुब्बारे से दरवाजा खोला।,Hindi,irrelevant,2,मोदी जी ने गुब्बारे से दरवाजा खोला।
मनीष सिसोदिया ने पेन से समोसा काटा।,Hindi,irrelevant,2,मनीष सिसोदिया ने पेन से समोसा काटा।
अखिलेश यादव ने घड़ी को चम्मच से हिलाया।,Hindi,irrelevant,2,अखिलेश यादव ने घड़ी को चम्मच से हिलाया।
प्रियंका गांधी ने गाजर से नोट लिखे।,Hindi,irrelevant,2,प्रियंका गांधी ने गाजर से नोट लिखे।
शरद पवार ने चाय को माइक बना दिया।,Hindi,irrelevant,2,शरद पवार ने चाय को माइक बना दिया।
स्मृति ईरानी ने आम से रिमोट कंट्रोल किया।,Hindi,irrelevant,2,स्मृति ईरानी ने आम से रिमोट कंट्रोल किया।
दिग्विजय सिंह ने गुलाब से पंखा उड़ाया।,Hindi,irrelevant,2,दिग्विजय सिंह ने गुलाब से पंखा उड़ाया।
तेजस्वी यादव ने मोबाइल से चाय उबाली।,Hindi,irrelevant,2,तेजस्वी यादव ने मोबाइल से चाय उबाली।
उद्धव ठाकरे ने मिठाई से दीवार सजाई।,Hindi,irrelevant,2,उद्धव ठाकरे ने मिठाई से दीवार सजाई।
कमलनाथ ने टोपी से आम निकाला।,Hindi,irrelevant,2,कमलनाथ ने टोपी से आम निकाला।
राजनाथ सिंह ने तकिए में मोबाइल छुपाया।,Hindi,irrelevant,2,राजनाथ सिंह ने तकिए में मोबाइल छुपाया।
ममता बनर्जी ने रेडियो से समोसा तल लिया।,Hindi,irrelevant,2,ममता बनर्जी ने रेडियो से समोसा तल लिया।
अरविंद केजरीवाल ने किताब से पंखा बांधा।,Hindi,irrelevant,2,अरविंद केजरीवाल ने किताब से पंखा बांधा।
Sonia ji ne gubbare mein paani bhar kar taash khela.,Hinglish,irrelevant,2,sonia ji ne gubbare mein paani bhar kar taash khela
Rahul Gandhi ne rubber ki batakh ko bathtub mein bithaakar bhaashan diya.,Hinglish,irrelevant,2,rahul gandhi ne rubber ki batakh ko bathtub mein bithaakar bhaashan diya
Amit Shah ne kele ke chilke par fisalkar kavita sunaayi.,Hinglish,irrelevant,2,amit shah ne kele ke chilke par fisalkar kavita sunaayi
Kejriwal ne pankhe se baat karke topi pahnayi.,Hinglish,irrelevant,2,kejriwal ne pankhe se baat karke topi pahnayi
Lalu Yadav ne chaaypatti se jhoola banaya.,Hinglish,irrelevant,2,lalu yadav ne chaaypatti se jhoola banaya
Yogi Adityanath ne nariyal paani mein jhoomar dubo diya.,Hinglish,irrelevant,2,yogi adityanath ne nariyal paani mein jhoomar dubo diya
Mayawati ne takiye ko barf mein lapetkar bheja.,Hinglish,irrelevant,2,mayawati ne takiye ko barf mein lapetkar bheja
Manish Sisodia ne pyaaz ko gulaab samajhkar soongha.,Hinglish,irrelevant,2,manish sisodia ne pyaaz ko gulaab samajhkar soongha
Narendra Modi ne ghadi ko pankha banakar chala diya.,Hinglish,irrelevant,2,narendra modi ne ghadi ko pankha banakar chala diya
Akhilesh Yadav ne radio se bhutta senka.,Hinglish,irrelevant,2,akhilesh yadav ne radio se bhutta senka
Priyanka Gandhi ne toaster mein barf rakhkar piglaaya.,Hinglish,irrelevant,2,priyanka gandhi ne toaster mein barf rakhkar piglaaya
Sharad Pawar ne TV ko pankhe ki jagah lagaya.,Hinglish,irrelevant,2,sharad pawar ne tv ko pankhe ki jagah lagaya
Smriti Irani ne barf se takiya siya.,Hinglish,irrelevant,2,smriti irani ne barf se takiya siya
Digvijay Singh ne namak se ice cream banayi.,Hinglish,irrelevant,2,digvijay singh ne namak se ice cream banayi
Tejaswi Yadav ne remote se paani ubaala.,Hinglish,irrelevant,2,tejaswi yadav ne remote se paani ubaala
Hemant Soren ne takiye se mobile charge kiya.,Hinglish,irrelevant,2,hemant soren ne takiye se mobile charge kiya
Uddhav Thackeray ne chhate mein chaay daalkar piya.,Hinglish,irrelevant,2,uddhav thackeray ne chhate mein chaay daalkar piya
Kamalnath ne jalebi se sketching ki.,Hinglish,irrelevant,2,kamalnath ne jalebi se sketching ki
Vasundhara Raje ne boot mein phool lagaaye.,Hinglish,irrelevant,2,vasundhara raje ne boot mein phool lagaaye
Ashok Gehlot ne mirch se sangeet bajaya.,Hinglish,irrelevant,2,ashok gehlot ne mirch se sangeet bajaya
Yogi ji ne kitaab se pankha chalaya.,Hinglish,irrelevant,2,yogi ji ne kitaab se pankha chalaya
Rajnath Singh ne mobile se aam kaata.,Hinglish,irrelevant,2,rajnath singh ne mobile se aam kaata
Mamata Banerjee ne kursi se jhoola jhulaaya.,Hinglish,irrelevant,2,mamata banerjee ne kursi se jhoola jhulaaya
Arvind Kejriwal ne chamach se jheel naap li.,Hinglish,irrelevant,2,arvind kejriwal ne chamach se jheel naap li
Rahul Gandhi ne mobile ko roti samajhkar bel diya.,Hinglish,irrelevant,2,rahul gandhi ne mobile ko roti samajhkar bel diya
Sonia ji ne takiye mein chaay chhaankar pi.,Hinglish,irrelevant,2,sonia ji ne takiye mein chaay chhaankar pi
Amit Shah ne takiye se dhol bajaya.,Hinglish,irrelevant,2,amit shah ne takiye se dhol bajaya
Lalu Yadav ne chamcham se mala banayi.,Hinglish,irrelevant,2,lalu yadav ne chamcham se mala banayi
Mayawati ne mic se kele ka juice nikala.,Hinglish,irrelevant,2,mayawati ne mic se kele ka juice nikala
Modi ji ne pankhe se aam ke patte udaaye.,Hinglish,irrelevant,2,modi ji ne pankhe se aam ke patte udaaye
Manish Sisodia ne barf se deewar rangi.,Hinglish,irrelevant,2,manish sisodia ne barf se deewar rangi
Akhilesh Yadav ne jhoole se radio tune kiya.,Hinglish,irrelevant,2,akhilesh yadav ne jhoole se radio tune kiya
Priyanka Gandhi ne jalebi ko stethoscope banaya.,Hinglish,irrelevant,2,priyanka gandhi ne jalebi ko stethoscope banaya
Digvijay Singh ne cycle ki ghanti se samosa garam kiya.,Hinglish,irrelevant,2,digvijay singh ne cycle ki ghanti se samosa garam kiya
Sharad Pawar ne pajame mein laddoo chhupaya.,Hinglish,irrelevant,2,sharad pawar ne pajame mein laddoo chhupaya
Smriti Irani ne gajar se jhaadoo banayi.,Hinglish,irrelevant,2,smriti irani ne gajar se jhaadoo banayi
Kamalnath ne pakode se topi silwayi.,Hinglish,irrelevant,2,kamalnath ne pakode se topi silwayi
Tejaswi Yadav ne chhate se mobile ghumaaya.,Hinglish,irrelevant,2,tejaswi yadav ne chhate se mobile ghumaaya
Uddhav Thackeray ne chaay mein remote dubo diya.,Hinglish,irrelevant,2,uddhav thackeray ne chaay mein remote dubo diya
Hemant Soren ne takiye mein chocolate bhar di.,Hinglish,irrelevant,2,hemant soren ne takiye mein chocolate bhar di
Rajnath Singh ne gulab jamun se teer chalaaya.,Hinglish,irrelevant,2,rajnath singh ne gulab jamun se teer chalaaya
Mamata Banerjee ne barfi se tasveer banayi.,Hinglish,irrelevant,2,mamata banerjee ne barfi se tasveer banayi
Arvind Kejriwal ne jhole se pankha udaaya.,Hinglish,irrelevant,2,arvind kejriwal ne jhole se pankha udaaya
Rahul Gandhi ne brush se mithai khai.,Hinglish,irrelevant,2,rahul gandhi ne brush se mithai khai
Sonia ji ne samose se ghadi chalaayi.,Hinglish,irrelevant,2,sonia ji ne samose se ghadi chalaayi
Amit Shah ne roti mein mobile lapeta.,Hinglish,irrelevant,2,amit shah ne roti mein mobile lapeta
Lalu Yadav ne chamcham ko takiya samajhkar rakha.,Hinglish,irrelevant,2,lalu yadav ne chamcham ko takiya samajhkar rakha
Yogi Adityanath ne gajar ko phone ki tarah kaan se lagaya.,Hinglish,irrelevant,2,yogi adityanath ne gajar ko phone ki tarah kaan se lagaya
Mayawati ne chocolate se speaker bajaya.,Hinglish,irrelevant,2,mayawati ne chocolate se speaker bajaya
Modi ji ne chaay se mic dhoya.,Hinglish,irrelevant,2,modi ji ne chaay se mic dhoya
Manish Sisodia ne jhoole se akhbaar udaaya.,Hinglish,irrelevant,2,manish sisodia ne jhoole se akhbaar udaaya
Akhilesh Yadav ne tamatar se kitaab padhi.,Hinglish,irrelevant,2,akhilesh yadav ne tamatar se kitaab padhi
Priyanka Gandhi ne ghadi ko kele se saaf kiya.,Hinglish,irrelevant,2,priyanka gandhi ne ghadi ko kele se saaf kiya
Sharad Pawar ne mobile se pakoda tala.,Hinglish,irrelevant,2,sharad pawar ne mobile se pakoda tala
Smriti Irani ne TV se aam choos liya.,Hinglish,irrelevant,2,smriti irani ne tv se aam choos liya
Digvijay Singh ne laddoo se jhoomar jhulaaya.,Hinglish,irrelevant,2,digvijay singh ne laddoo se jhoomar jhulaaya
Tejaswi Yadav ne barfi se chappal dhoyi.,Hinglish,irrelevant,2,tejaswi yadav ne barfi se chappal dhoyi
Uddhav Thackeray ne bhutte se chaay banayi.,Hinglish,irrelevant,2,uddhav thackeray ne bhutte se chaay banayi
Kamalnath ne radio mein rasmalai rakh di.,Hinglish,irrelevant,2,kamalnath ne radio mein rasmalai rakh di
Rajnath Singh ne takiye mein samosa bhara.,Hinglish,irrelevant,2,rajnath singh ne takiye mein samosa bhara
Mamata Banerjee ne namak se kanghi ki.,Hinglish,irrelevant,2,mamata banerjee ne namak se kanghi ki
Arvind Kejriwal ne gulaab ko jalebi se baandha.,Hinglish,irrelevant,2,arvind kejriwal ne gulaab ko jalebi se baandha
Rahul Gandhi ne pankha ulta pehen liya.,Hinglish,irrelevant,2,rahul gandhi ne pankha ulta pehen liya
Sonia ji ne kele ki chhaal se moja banaya.,Hinglish,irrelevant,2,sonia ji ne kele ki chhaal se moja banaya
Amit Shah ne paani ki botal se akhbaar padha.,Hinglish,irrelevant,2,amit shah ne paani ki botal se akhbaar padha
Lalu Yadav ne kitaab ko takiye ki tarah dabaya.,Hinglish,irrelevant,2,lalu yadav ne kitaab ko takiye ki tarah dabaya
Yogi Adityanath ne remote ko brush samajh liya.,Hinglish,irrelevant,2,yogi adityanath ne remote ko brush samajh liya
Mayawati ne chamach se gaadi chalaayi.,Hinglish,irrelevant,2,mayawati ne chamach se gaadi chalaayi
Modi ji ne samose se darwaza band kiya.,Hinglish,irrelevant,2,modi ji ne samose se darwaza band kiya
Manish Sisodia ne chaay ko pen se chalaaya.,Hinglish,irrelevant,2,manish sisodia ne chaay ko pen se chalaaya
Akhilesh Yadav ne mobile se deewar par drawing ki.,Hinglish,irrelevant,2,akhilesh yadav ne mobile se deewar par drawing ki
Priyanka Gandhi ne laddoo ko gamla bana diya.,Hinglish,irrelevant,2,priyanka gandhi ne laddoo ko gamla bana diya
Sharad Pawar ne akhbaar se jhoola banaya.,Hinglish,irrelevant,2,sharad pawar ne akhbaar se jhoola banaya
Smriti Irani ne moze mein paani bhar kar freeze kiya.,Hinglish,irrelevant,2,smriti irani ne moze mein paani bhar kar freeze kiya
Digvijay Singh ne rasgulle se TV saaf kiya.,Hinglish,irrelevant,2,digvijay singh ne rasgulle se tv saaf kiya
Tejaswi Yadav ne aam se radio on kiya.,Hinglish,irrelevant,2,tejaswi yadav ne aam se radio on kiya
Uddhav Thackeray ne pankhe ko takiya bana liya.,Hinglish,irrelevant,2,uddhav thackeray ne pankhe ko takiya bana liya
Kamalnath ne toaster mein samose garam kiye.,Hinglish,irrelevant,2,kamalnath ne toaster mein samose garam kiye
Rajnath Singh ne chocolate se button silwaaye.,Hinglish,irrelevant,2,rajnath singh ne chocolate se button silwaaye
Mamata Banerjee ne deewar se aam toda.,Hinglish,irrelevant,2,mamata banerjee ne deewar se aam toda
Arvind Kejriwal ne chaay se phool seencha.,Hinglish,irrelevant,2,arvind kejriwal ne chaay se phool seencha
Rahul Gandhi ne radio se jalebi sunaayi.,Hinglish,irrelevant,2,rahul gandhi ne radio se jalebi sunaayi
Sonia ji ne mobile se paani pi liya.,Hinglish,irrelevant,2,sonia ji ne mobile se paani pi liya
Amit Shah ne phooldaan ko TV se badla.,Hinglish,irrelevant,2,amit shah ne phooldaan ko tv se badla
Lalu Yadav ne dahi se phone charge kiya.,Hinglish,irrelevant,2,lalu yadav ne dahi se phone charge kiya
Yogi Adityanath ne pankhe ko guitar samajhkar bajaya.,Hinglish,irrelevant,2,yogi adityanath ne pankhe ko guitar samajhkar bajaya
Mayawati ne takiye mein samose chhupaye.,Hinglish,irrelevant,2,mayawati ne takiye mein samose chhupaye
Modi ji ne gubbare se darwaza khola.,Hinglish,irrelevant,2,modi ji ne gubbare se darwaza khola
Manish Sisodia ne pen se samosa kaata.,Hinglish,irrelevant,2,manish sisodia ne pen se samosa kaata
Akhilesh Yadav ne ghadi ko chamach se hilaaya.,Hinglish,irrelevant,2,akhilesh yadav ne ghadi ko chamach se hilaaya
Priyanka Gandhi ne gajar se note likhe.,Hinglish,irrelevant,2,priyanka gandhi ne gajar se note likhe
Sharad Pawar ne chaay ko mic bana diya.,Hinglish,irrelevant,2,sharad pawar ne chaay ko mic bana diya
Smriti Irani ne aam se remote control kiya.,Hinglish,irrelevant,2,smriti irani ne aam se remote control kiya
Digvijay Singh ne gulaab se pankha udaaya.,Hinglish,irrelevant,2,digvijay singh ne gulaab se pankha udaaya
Tejaswi Yadav ne mobile se chaay ubaali.,Hinglish,irrelevant,2,tejaswi yadav ne mobile se chaay ubaali
Uddhav Thackeray ne mithai se deewar sajaayi.,Hinglish,irrelevant,2,uddhav thackeray ne mithai se deewar sajaayi
Kamalnath ne topi se aam nikala.,Hinglish,irrelevant,2,kamalnath ne topi se aam nikala
Rajnath Singh ne takiye mein mobile chhupaya.,Hinglish,irrelevant,2,rajnath singh ne takiye mein mobile chhupaya
Mamata Banerjee ne radio se samosa tal liya.,Hinglish,irrelevant,2,mamata banerjee ne radio se samosa tal liya
